HouseType,HouseType_ID,BuilderName,Builder_ID,BrokerName,Broker_ID,SellerName,Seller_ID,CustomerName,Customer_ID,Customer_Address,Customer_CellNumber,PaymentMethod,PaymentMethod_ID,MortgageProvider,MortgageProvider_ID,SalePrice,SaleDate
Duplex,5,Builder_8,8,Broker_19,19,Seller_832,832,Shannon Freeman,136,"Unit 1870 Box 7989
DPO AP 63965",001-800-331-2153,Credit Card,1,Citibank,5,887102.36,2022-07-01
Townhouse,2,Builder_2,2,Broker_26,26,Seller_252,252,Thomas Castaneda,182,"0647 Bartlett Camp Apt. 559
South Amanda, AZ 13503",457.574.8141x3796,Cryptocurrency,6,Wells Fargo,3,616984.89,2024-08-26
Bungalow,9,Builder_18,18,Broker_14,14,Seller_672,672,Nathan Wiley,167,"205 Lawrence Mission Suite 055
Samanthaberg, IA 37877",001-227-299-8952,Debit Card,2,SunTrust Bank,8,382424.25,2024-04-12
Single Family Home,3,Builder_2,2,Broker_2,2,Seller_819,819,Cynthia Turner,109,"333 Fisher Camp
North David, NY 03974",226-254-6242,Bank Transfer,4,US Bank,4,187397.92,2021-04-21
Bungalow,9,Builder_5,5,Broker_6,6,Seller_187,187,Melissa Kim,80,"4466 Emily Port Suite 948
Leeborough, MD 71731",375.364.1713,Cryptocurrency,6,Wells Fargo,3,754782.33,2023-04-30
Single Family Home,3,Builder_16,16,Broker_22,22,Seller_384,384,Denise Wilson,1,"82155 Michelle Springs
South Anthony, RI 59669",225-870-7280x71890,Gift Card,10,SunTrust Bank,8,407873.1,2020-09-18
Townhouse,2,Builder_7,7,Broker_27,27,Seller_2,2,Gregory Roberts,39,"85357 Angie Mews Apt. 301
East Elizabeth, SD 45170",(909)548-4590,PayPal,7,SunTrust Bank,8,575785.9,2022-09-09
Villa,4,Builder_7,7,Broker_2,2,Seller_507,507,Julie Dunn,47,"2495 Caroline Glen Apt. 490
Paulburgh, NC 44930",+1-538-217-7380x199,Bank Transfer,4,US Bank,4,492572.67,2023-11-22
Bungalow,9,Builder_20,20,Broker_24,24,Seller_735,735,Katherine Arnold,124,"5576 Patrick Route Apt. 428
Lake Anthony, IA 28543",001-619-783-7200x445,Bank Transfer,4,SunTrust Bank,8,930813.82,2022-04-10
Bungalow,9,Builder_19,19,Broker_7,7,Seller_509,509,Bianca Gonzalez,123,"4764 Randall Course Suite 416
South Lindaton, FL 09153",783.987.6071x036,Cryptocurrency,6,Ally Bank,10,373267.89,2021-02-02
Studio,10,Builder_4,4,Broker_24,24,Seller_500,500,Laurie Lee,140,"PSC 1046, Box 3676
APO AA 00838",(828)534-5627,Bank Transfer,4,Wells Fargo,3,397994.72,2020-01-27
Villa,4,Builder_14,14,Broker_17,17,Seller_857,857,Kayla Moore,62,"5525 Mitchell Way Suite 570
Kathleentown, MO 13225",4506956250,Gift Card,10,Capital One,9,272288.91,2024-06-15
Mansion,8,Builder_15,15,Broker_3,3,Seller_486,486,Laura Mcfarland,67,"31850 Kevin Prairie Apt. 406
Aaronmouth, SD 56336",(813)523-8019x043,Cash,3,SunTrust Bank,8,205833.62,2023-03-23
Townhouse,2,Builder_2,2,Broker_4,4,Seller_272,272,Stacie Ellis,58,"592 Jennifer Terrace Apt. 090
Andersonborough, MH 91996",412.406.9816x9638,Cryptocurrency,6,TD Bank,7,168640.91,2020-01-22
Single Family Home,3,Builder_18,18,Broker_20,20,Seller_233,233,Jacob Lee,83,"149 Maria Branch Suite 787
South Thomasshire, NH 83372",+1-784-950-1386x62760,Cash,3,Ally Bank,10,339283.58,2022-10-06
Single Family Home,3,Builder_13,13,Broker_8,8,Seller_240,240,Tom Barber,31,"0597 Steven Forks Suite 802
Princeburgh, IA 88176",254.582.9987x4256,Debit Card,2,Wells Fargo,3,808673.24,2020-11-08
Penthouse,6,Builder_16,16,Broker_14,14,Seller_803,803,Matthew Johnson,17,"644 Flores Spurs Suite 747
South Mariah, OH 08448",+1-536-893-0435x84047,Cryptocurrency,6,Bank of America,1,800006.17,2021-03-26
Townhouse,2,Builder_16,16,Broker_29,29,Seller_833,833,Robert Davis,125,"34275 Donovan Mission Suite 429
Brendafort, NE 66673",(378)676-3717,Cryptocurrency,6,Capital One,9,290474.21,2020-04-28
Villa,4,Builder_17,17,Broker_4,4,Seller_138,138,Joshua Brown,179,"4264 Ann Unions Apt. 221
Shannonland, FL 94520",218.303.3555x341,Debit Card,2,TD Bank,7,651021.29,2020-03-10
Duplex,5,Builder_18,18,Broker_16,16,Seller_909,909,Tina Miles,70,"446 Anderson Unions
Port Richard, DE 99857",544.427.9085,Bank Transfer,4,Bank of America,1,419314.67,2021-09-04
Apartment,1,Builder_18,18,Broker_28,28,Seller_502,502,David Henderson,87,"7774 Jenna Underpass Apt. 095
Lake Katiefort, KY 10858",750-253-9941,Bank Transfer,4,Bank of America,1,903653.36,2023-12-28
Studio,10,Builder_1,1,Broker_25,25,Seller_120,120,Steven Pitts,189,"9537 Samantha Path Suite 099
West Dianaburgh, NH 73514",+1-539-383-2357,Bank Transfer,4,SunTrust Bank,8,751310.65,2020-10-21
Mansion,8,Builder_14,14,Broker_25,25,Seller_682,682,Ann Woodward,38,"25279 Edwards Heights
South Ryanbury, AZ 62666",001-797-407-5916x3742,Cheque,5,Wells Fargo,3,479850.88,2024-09-10
Villa,4,Builder_13,13,Broker_5,5,Seller_90,90,Michelle Baker,2,"305 Reed Rest
Port Anthonyfort, FL 00956",895-787-4596x1060,Debit Card,2,Capital One,9,259765.79,2023-02-14
Duplex,5,Builder_4,4,Broker_22,22,Seller_676,676,Todd Young,10,"0682 Brown Lane Suite 445
Grantchester, OK 69782",400-462-1373x23388,Debit Card,2,TD Bank,7,646859.05,2024-08-28
Bungalow,9,Builder_12,12,Broker_19,19,Seller_746,746,Jonathon Wilson,170,"6971 Joe Glen Apt. 101
West Annettetown, CT 30216",654-228-2377x310,Gift Card,10,TD Bank,7,357616.89,2023-02-01
Apartment,1,Builder_19,19,Broker_19,19,Seller_618,618,Amanda Graham,30,"450 Chapman Unions Suite 961
Walkerton, AZ 52571",(329)976-5091,Apple Pay,9,SunTrust Bank,8,615033.46,2024-04-17
Penthouse,6,Builder_15,15,Broker_2,2,Seller_340,340,John Collins,89,"7407 Kristin Path
Royborough, MT 40315",(929)762-0654x49296,Bank Transfer,4,TD Bank,7,368870.63,2024-03-12
Penthouse,6,Builder_14,14,Broker_21,21,Seller_461,461,Patricia Dunlap,122,"1752 Richard Fork Apt. 868
Lake Robert, AL 16278",933.900.4905x4097,Debit Card,2,US Bank,4,569574.43,2024-09-11
Bungalow,9,Builder_10,10,Broker_20,20,Seller_41,41,Jennifer Watson,93,"9904 Ryan Meadows Apt. 983
East Marthaberg, WY 93861",+1-708-856-7663x92932,Bank Transfer,4,Ally Bank,10,375766.9,2021-05-02
Townhouse,2,Builder_11,11,Broker_29,29,Seller_152,152,Charles Hardy,20,"924 Joshua Forest Apt. 043
Spencerview, VI 05483",+1-216-472-3399x96665,Apple Pay,9,Capital One,9,233967.0,2022-07-14
Bungalow,9,Builder_7,7,Broker_22,22,Seller_465,465,April Wright,21,"2443 Charlene Locks Apt. 547
Westchester, FM 57853",697-433-2860x0478,Bank Transfer,4,Citibank,5,832654.18,2023-12-03
Studio,10,Builder_16,16,Broker_15,15,Seller_155,155,David Phillips,79,"63748 Cody Road
North Aprilshire, CT 11675",523.479.9377x59068,Credit Card,1,PNC Bank,6,672728.76,2021-01-21
Cottage,7,Builder_5,5,Broker_22,22,Seller_901,901,Steven Simpson,178,"75741 Evans Mission
Bakerville, NH 21673",258.257.8721,Credit Card,1,US Bank,4,304688.07,2022-09-20
Villa,4,Builder_20,20,Broker_21,21,Seller_400,400,Joseph Parker,18,"PSC 6391, Box 0107
APO AA 34405",001-456-421-2561x2444,Apple Pay,9,US Bank,4,999688.28,2022-02-03
Studio,10,Builder_20,20,Broker_25,25,Seller_715,715,Amanda Wilson,73,"907 Kimberly Motorway
Mercerview, FL 83849",(806)444-0440,Bank Transfer,4,Wells Fargo,3,245879.31,2023-07-12
Apartment,1,Builder_18,18,Broker_3,3,Seller_268,268,Laura Thomas,155,"PSC 4870, Box 6682
APO AE 03624",513.659.3028x729,Cash,3,TD Bank,7,527847.53,2023-03-12
Penthouse,6,Builder_2,2,Broker_12,12,Seller_858,858,Austin Harris,195,"6946 Shawn Stravenue Suite 277
Christopherton, VA 25385",602-528-2385,Apple Pay,9,Ally Bank,10,678440.01,2020-08-12
Apartment,1,Builder_17,17,Broker_19,19,Seller_329,329,Bradley Schneider,138,"47443 Howard Highway Apt. 406
Heidiview, NC 84369",238-202-0764,Credit Card,1,SunTrust Bank,8,943359.0,2020-08-12
Cottage,7,Builder_12,12,Broker_30,30,Seller_946,946,Terri Chang,164,"9276 Black Path Apt. 361
Ruthberg, UT 65287",556-438-1027x97496,Apple Pay,9,TD Bank,7,322054.17,2022-04-19
Single Family Home,3,Builder_19,19,Broker_29,29,Seller_175,175,Mark Abbott,91,"7401 Jackson Wall Suite 478
Heberttown, OH 36783",+1-608-673-4181,Debit Card,2,SunTrust Bank,8,358010.97,2022-11-04
Penthouse,6,Builder_18,18,Broker_21,21,Seller_58,58,Mark Abbott,91,"5880 Jones Flats Suite 097
East Karenmouth, WA 49391",3738214618,Credit Card,1,US Bank,4,660239.62,2023-03-14
Studio,10,Builder_20,20,Broker_2,2,Seller_438,438,Michelle Clark,168,"72156 Lewis Road Suite 924
South Kimberlyfort, SC 15951",+1-830-450-3439x9198,Cash,3,Citibank,5,699148.38,2024-06-29
Studio,10,Builder_11,11,Broker_20,20,Seller_369,369,Elizabeth Rowe,142,"904 Tina Freeway
Lake Dawn, PW 00791",805-367-2321,Debit Card,2,PNC Bank,6,627409.59,2021-02-05
Duplex,5,Builder_2,2,Broker_18,18,Seller_771,771,Dr. Timothy Martinez,53,"35339 Collin Mill
Kellyland, NM 65402",612-384-8354,Bank Transfer,4,Chase Bank,2,150721.42,2024-07-26
Townhouse,2,Builder_8,8,Broker_13,13,Seller_769,769,Matthew Washington DDS,183,"080 Adams Coves
Lake Karen, MO 00530",001-479-896-7288x5101,Debit Card,2,Capital One,9,180465.79,2022-09-01
Cottage,7,Builder_6,6,Broker_21,21,Seller_862,862,Timothy Meyer,166,"13840 Martin Canyon
Lake Jaimeshire, WI 30029",(843)228-7534x6684,Credit Card,1,US Bank,4,636799.78,2022-01-07
Cottage,7,Builder_13,13,Broker_3,3,Seller_889,889,Jason Williams,154,"987 John Crest Apt. 735
Port Susanport, CT 71158",+1-207-458-1548x02306,Cash,3,Ally Bank,10,500440.15,2024-09-04
Single Family Home,3,Builder_15,15,Broker_23,23,Seller_919,919,Dr. Jonathan Costa,160,"372 Sonya Club Suite 261
Jamesview, NM 32115",001-928-960-7553x83715,Cheque,5,TD Bank,7,631759.59,2023-01-05
Studio,10,Builder_7,7,Broker_13,13,Seller_317,317,Susan Ortiz,191,"8479 Cameron Bypass
Cherylmouth, NY 71260",+1-573-404-9554,PayPal,7,Bank of America,1,546282.7,2022-12-18
Penthouse,6,Builder_17,17,Broker_13,13,Seller_313,313,Evan Osborne,132,"5929 Margaret Spring Suite 805
North Brendan, AR 64754",+1-673-624-3540,Gift Card,10,US Bank,4,299104.94,2022-02-05
Penthouse,6,Builder_7,7,Broker_20,20,Seller_433,433,Tamara Morgan,114,"810 Joshua Shoals
East Jesse, AZ 84285",404-900-6282x2470,Debit Card,2,SunTrust Bank,8,474503.04,2020-09-02
Studio,10,Builder_7,7,Broker_6,6,Seller_274,274,James Moore,8,"845 Hancock Stream
Catherineborough, NV 69208",(788)363-0530,Cheque,5,US Bank,4,442686.02,2024-04-21
Villa,4,Builder_2,2,Broker_5,5,Seller_906,906,Mark Abbott,91,"76773 Melissa Manor
Mariahbury, NY 53233",594-470-8074,Cheque,5,US Bank,4,800481.91,2023-10-09
Cottage,7,Builder_20,20,Broker_23,23,Seller_581,581,Matthew Cardenas,188,"61256 Fleming Pike
Gonzalesburgh, AK 59765",827.492.2937x0867,Cryptocurrency,6,Ally Bank,10,180535.22,2024-03-06
Duplex,5,Builder_3,3,Broker_6,6,Seller_577,577,Phillip Wolfe,105,"9833 Kristin Pine Apt. 937
Millerton, ND 55003",+1-881-765-6721,Cheque,5,Bank of America,1,811756.32,2021-05-17
Villa,4,Builder_9,9,Broker_18,18,Seller_41,41,Robin James,194,"0151 Moss Orchard Suite 420
West Kevinside, CO 36762",(306)229-6713x90682,Gift Card,10,Bank of America,1,365200.15,2024-09-18
Townhouse,2,Builder_9,9,Broker_2,2,Seller_377,377,Tamara Morgan,114,"94084 Parker Manor
West Lauren, GU 45972",+1-328-433-1281x6817,PayPal,7,PNC Bank,6,653778.21,2022-06-10
Duplex,5,Builder_12,12,Broker_24,24,Seller_506,506,Rebecca Davis,45,"785 Williamson Mountains
New Jeffreyshire, CO 25945",547.202.4741x8579,PayPal,7,Ally Bank,10,676418.93,2024-03-21
Single Family Home,3,Builder_12,12,Broker_8,8,Seller_65,65,Jacob Lee,83,"10541 Shaffer Tunnel Apt. 790
South Michaelton, ND 50182",248.409.4475,Bank Transfer,4,TD Bank,7,336273.37,2022-06-25
Villa,4,Builder_17,17,Broker_21,21,Seller_337,337,Julie Dunn,47,"615 Shaw Views Apt. 809
West Reneeview, FM 15781",001-734-347-5067x776,Cash,3,US Bank,4,642805.61,2022-09-19
Cottage,7,Builder_5,5,Broker_17,17,Seller_920,920,Brenda Wolf,129,"9218 Powell Crest
West Rebecca, RI 83188",215-483-0186,Apple Pay,9,US Bank,4,257113.68,2024-03-26
Mansion,8,Builder_3,3,Broker_24,24,Seller_83,83,Tina Miles,70,"74074 Townsend Cliffs
Cindyshire, DE 94276",(407)318-6389,Apple Pay,9,Citibank,5,983377.82,2022-07-22
Penthouse,6,Builder_4,4,Broker_17,17,Seller_81,81,David Henderson,87,"PSC 6557, Box 8732
APO AP 77494",(881)890-9008,Bank Transfer,4,PNC Bank,6,470385.34,2021-01-19
Villa,4,Builder_9,9,Broker_22,22,Seller_290,290,Justin White,161,"507 Chaney Street
Michaelfurt, MA 89000",001-558-524-4866x9696,Cash,3,SunTrust Bank,8,784897.5,2022-04-14
Townhouse,2,Builder_15,15,Broker_24,24,Seller_111,111,Joseph Parker,18,"73198 Elliott Overpass Suite 677
North Geraldchester, WI 83797",(329)587-3292,Gift Card,10,TD Bank,7,527512.69,2023-06-07
Cottage,7,Builder_19,19,Broker_23,23,Seller_353,353,Curtis Brown,94,"21448 Laura Causeway Apt. 698
Lake Mariahchester, CA 84126",850-878-8461,Apple Pay,9,US Bank,4,553353.95,2022-12-21
Single Family Home,3,Builder_6,6,Broker_12,12,Seller_341,341,Gregory Roberts,39,"49841 Jimmy Plaza
Frederickfort, TN 39457",907.635.3113,Debit Card,2,Capital One,9,245378.87,2020-04-02
Apartment,1,Builder_18,18,Broker_24,24,Seller_81,81,Sara Navarro,98,"82586 David Tunnel Apt. 829
Alexanderside, SC 94538",+1-968-830-0133x0690,Bank Transfer,4,PNC Bank,6,825956.16,2021-09-03
Townhouse,2,Builder_14,14,Broker_19,19,Seller_867,867,Luke Murphy,28,"2829 Lawson Spurs Apt. 945
Port Dustinborough, GA 56892",689-641-5560x8029,Credit Card,1,US Bank,4,780542.57,2022-03-01
Cottage,7,Builder_16,16,Broker_20,20,Seller_293,293,Daryl Frost,113,"0327 Meagan Fields
Isabellaton, RI 95520",443.384.3424,Gift Card,10,SunTrust Bank,8,654304.08,2020-10-05
Townhouse,2,Builder_6,6,Broker_16,16,Seller_913,913,Tom Barber,31,"31298 Williams Corners Suite 677
North John, VT 86132",001-599-594-8644x629,Gift Card,10,Wells Fargo,3,463304.26,2020-06-16
Bungalow,9,Builder_8,8,Broker_20,20,Seller_846,846,Susan Wang,34,"604 William Cape Apt. 078
Kyleshire, MP 22530",694.523.5811x543,Bank Transfer,4,TD Bank,7,600189.84,2020-08-05
Duplex,5,Builder_19,19,Broker_22,22,Seller_246,246,Joanna Marshall,92,"7103 Sanders Bypass Suite 025
Pamelaview, SD 93391",242-577-7808,Cash,3,PNC Bank,6,836095.83,2020-02-20
Apartment,1,Builder_6,6,Broker_25,25,Seller_154,154,Sherri Barron,156,"Unit 9970 Box 7952
DPO AE 41168",001-937-265-0871x33026,Cryptocurrency,6,TD Bank,7,402529.93,2021-01-13
Apartment,1,Builder_17,17,Broker_23,23,Seller_6,6,Michelle Baker,2,"948 Chelsea Ramp Suite 688
North Allison, NC 90074",+1-244-694-1578x047,Cryptocurrency,6,Citibank,5,320402.99,2020-05-13
Villa,4,Builder_1,1,Broker_14,14,Seller_948,948,Maria Hobbs,181,"752 Mark Rapids Apt. 507
Leahhaven, ND 87383",(303)617-5047x74140,Cash,3,PNC Bank,6,365152.92,2024-03-27
Mansion,8,Builder_9,9,Broker_8,8,Seller_328,328,Andrea Lopez DDS,193,"724 Carolyn Neck
Rickyton, MD 44628",366.455.8049x82681,Cryptocurrency,6,Chase Bank,2,959972.82,2020-12-23
Villa,4,Builder_11,11,Broker_17,17,Seller_76,76,Emily Moore,171,"89017 Drew Rapid Apt. 919
West Nicholas, MH 75843",001-935-224-0239x126,Cryptocurrency,6,Wells Fargo,3,933210.2,2024-09-12
Single Family Home,3,Builder_14,14,Broker_2,2,Seller_952,952,Tom Barber,31,"18863 Suzanne Ville Apt. 103
North Christopherfurt, DE 25001",+1-592-471-8064x70645,Credit Card,1,Citibank,5,193750.11,2021-08-27
Single Family Home,3,Builder_6,6,Broker_9,9,Seller_134,134,Jose Kemp,27,"4541 Booth Path Apt. 785
South Brandontown, NC 70728",466-992-2522x6708,PayPal,7,Wells Fargo,3,807217.8,2021-10-25
Cottage,7,Builder_3,3,Broker_30,30,Seller_74,74,Kelly Robertson,144,"8197 Scott Curve
Mitchellland, TX 76334",932.946.7421,PayPal,7,Bank of America,1,738409.46,2020-10-30
Mansion,8,Builder_10,10,Broker_30,30,Seller_113,113,Laura Thomas,155,"56167 Jessica Shores
Wongfurt, AR 69928",553.317.1391,Cash,3,Capital One,9,445779.3,2022-01-27
Villa,4,Builder_10,10,Broker_18,18,Seller_996,996,Emily Phillips,159,"28477 Santos Ferry Apt. 783
Lake Stephen, WI 27245",3066712110,Cash,3,Chase Bank,2,332382.1,2021-03-17
Mansion,8,Builder_9,9,Broker_15,15,Seller_643,643,Allen Brewer,12,"93243 Nicholas Greens Suite 324
Erinborough, VA 46810",001-914-948-3257x4732,PayPal,7,Bank of America,1,889538.56,2022-08-24
Cottage,7,Builder_18,18,Broker_10,10,Seller_558,558,Wendy Bernard,7,"USNV Webb
FPO AP 44033",(621)640-9086x450,Cash,3,Chase Bank,2,485831.58,2020-10-25
Apartment,1,Builder_5,5,Broker_1,1,Seller_490,490,Jeanne Fisher,106,"01893 Knox Villages
East Morganland, OH 64416",+1-280-244-4381,Gift Card,10,US Bank,4,934711.24,2021-01-19
Bungalow,9,Builder_1,1,Broker_24,24,Seller_305,305,Zachary Collins,85,"2695 Griffith Coves
Lake Tonyfurt, NY 03925",+1-777-807-5263,Cash,3,Citibank,5,291232.74,2023-07-15
Townhouse,2,Builder_6,6,Broker_26,26,Seller_858,858,Brenda Wolf,129,"3671 Hurley Tunnel
West Lauren, CT 68605",+1-647-339-3047,Debit Card,2,TD Bank,7,435420.89,2024-09-13
Villa,4,Builder_16,16,Broker_12,12,Seller_659,659,David Phillips,79,"869 Bradford View Suite 095
South Nicholas, DC 84548",502.953.9908x1364,Cash,3,Ally Bank,10,629752.57,2021-10-07
Mansion,8,Builder_9,9,Broker_8,8,Seller_594,594,Julie Dunn,47,"59568 Monique Well Suite 909
Mcdanielside, NM 29450",944.547.8542x580,Debit Card,2,Wells Fargo,3,248369.15,2023-05-10
Townhouse,2,Builder_20,20,Broker_7,7,Seller_560,560,Jason Wilson,81,"Unit 7150 Box 6330
DPO AA 78984",644-578-4250x9575,Credit Card,1,PNC Bank,6,752180.33,2023-10-27
Penthouse,6,Builder_11,11,Broker_15,15,Seller_193,193,Raymond Steele,16,"9889 Nielsen Meadows Suite 183
Garzaberg, UT 89928",849.934.7031x97433,Cheque,5,PNC Bank,6,932176.76,2021-07-29
Townhouse,2,Builder_9,9,Broker_13,13,Seller_947,947,James Dodson,163,"749 Wolfe Expressway
Howardborough, MD 13697",715-710-4075,Debit Card,2,Chase Bank,2,404842.15,2023-11-30
Villa,4,Builder_3,3,Broker_20,20,Seller_584,584,Marcus Weaver,145,"8987 Jason Groves
Port Autumn, IN 32657",410-204-3775x2699,Cash,3,Bank of America,1,371534.02,2023-10-06
Duplex,5,Builder_8,8,Broker_27,27,Seller_749,749,Bianca Gonzalez,123,"462 Emily Inlet Suite 986
New Terranceland, SC 78807",653-213-6346x23868,Cheque,5,PNC Bank,6,459545.5,2024-07-02
Townhouse,2,Builder_6,6,Broker_2,2,Seller_714,714,Dr. Jonathan Costa,160,"7406 Lewis Island Apt. 283
Stephensborough, ND 60764",+1-752-512-5708x25547,Debit Card,2,Ally Bank,10,405492.69,2024-03-21
Cottage,7,Builder_18,18,Broker_18,18,Seller_762,762,April Wright,21,"2290 Hernandez Tunnel
Jacksonburgh, AR 17726",(948)895-5577x002,Cryptocurrency,6,Wells Fargo,3,689584.82,2023-01-06
Penthouse,6,Builder_10,10,Broker_21,21,Seller_267,267,Marcus Weaver,145,"456 Randy Pine
South Elizabethburgh, GA 26690",001-634-262-5518x47236,Gift Card,10,US Bank,4,704897.99,2023-10-30
Townhouse,2,Builder_8,8,Broker_10,10,Seller_107,107,Kelly Robertson,144,"08631 Michael View Apt. 502
Evansstad, NV 91148",+1-827-590-7800x28841,Cheque,5,Citibank,5,212277.34,2020-10-20
Cottage,7,Builder_10,10,Broker_26,26,Seller_44,44,Rachel Gentry,103,"26743 Hebert Underpass
South Lisahaven, FM 49037",853.811.3339x0428,Bank Transfer,4,PNC Bank,6,925841.35,2022-01-06
Townhouse,2,Builder_6,6,Broker_3,3,Seller_839,839,Christopher Curtis,117,"55659 Gregory Mall
East Laura, PR 87458",+1-575-632-1615x7236,Credit Card,1,Chase Bank,2,364306.95,2022-09-19
Villa,4,Builder_20,20,Broker_12,12,Seller_1000,1000,David Poole,112,"376 Kimberly Manor
New Amandahaven, MD 76817",883.295.8031x362,Apple Pay,9,Ally Bank,10,565524.59,2024-06-07
Studio,10,Builder_20,20,Broker_21,21,Seller_928,928,Teresa Hamilton,78,"66352 Hernandez Corners Suite 524
Robertstad, IA 17067",375-860-2079x570,PayPal,7,TD Bank,7,376856.64,2024-06-11
Mansion,8,Builder_8,8,Broker_14,14,Seller_288,288,Kayla Moore,62,"49951 Mark Islands Apt. 608
Allisonmouth, WA 87427",(737)696-1407x257,Cash,3,US Bank,4,823395.81,2023-03-18
Duplex,5,Builder_12,12,Broker_26,26,Seller_501,501,Matthew Johnson,17,"98964 Mariah Fork
North Cameron, FL 01234",410.730.2535x516,Cryptocurrency,6,Citibank,5,818196.69,2023-06-05
Villa,4,Builder_7,7,Broker_12,12,Seller_560,560,Phillip Wolfe,105,"52201 Johnson Drives Suite 714
Campbellhaven, MP 09753",(809)821-6831x694,Apple Pay,9,Chase Bank,2,683654.63,2021-07-16
Studio,10,Builder_2,2,Broker_7,7,Seller_207,207,Ruth Martin,82,"USS Gillespie
FPO AP 37985",790-234-3363x28123,PayPal,7,SunTrust Bank,8,840028.54,2023-08-22
Apartment,1,Builder_4,4,Broker_25,25,Seller_657,657,Cynthia Turner,109,"59074 Barnes Streets Apt. 747
Wyattmouth, WY 31493",677.933.4504x323,Cheque,5,PNC Bank,6,396542.27,2023-03-10
Bungalow,9,Builder_8,8,Broker_21,21,Seller_375,375,Linda Dunn,15,"632 Hayes Valley
Taylorfurt, MN 94186",+1-328-520-3568,Apple Pay,9,Bank of America,1,640823.45,2023-08-04
Mansion,8,Builder_1,1,Broker_2,2,Seller_307,307,Jeanne Fisher,106,"80223 Emily Bridge
South Amyfort, MH 23509",+1-298-573-6791,Cash,3,Chase Bank,2,315736.4,2020-05-21
Bungalow,9,Builder_16,16,Broker_8,8,Seller_273,273,Belinda Mcconnell,196,"5457 Campbell Locks Suite 654
Karenport, ID 69453",(971)827-6337x763,Bank Transfer,4,Capital One,9,595035.5,2022-01-13
Cottage,7,Builder_15,15,Broker_17,17,Seller_742,742,Jeffrey Norman,121,"5215 Reed Mountains Apt. 952
South Brianfurt, CO 16939",001-890-240-9409x711,Cash,3,Citibank,5,560315.48,2023-12-23
Bungalow,9,Builder_13,13,Broker_11,11,Seller_838,838,Rebecca Roberts,133,"4727 Knapp Mount Suite 107
West Laurie, MH 93378",942.925.5916,Cheque,5,SunTrust Bank,8,420879.08,2020-08-24
Mansion,8,Builder_15,15,Broker_11,11,Seller_484,484,Brad Golden,74,"36294 Snyder Burgs Suite 586
East Patriciaside, LA 18795",(868)725-4248x289,Cash,3,Wells Fargo,3,287711.75,2021-02-02
Apartment,1,Builder_12,12,Broker_3,3,Seller_958,958,Evan Osborne,132,"646 Ryan Stravenue
North Charles, MA 14396",(892)758-8410,Apple Pay,9,SunTrust Bank,8,692064.92,2021-03-04
Bungalow,9,Builder_19,19,Broker_10,10,Seller_427,427,Jonathan Moore,44,"325 Anderson Crossroad Suite 244
North Jasonstad, OK 09904",385.502.8422x6252,PayPal,7,Bank of America,1,718273.29,2022-03-17
Penthouse,6,Builder_12,12,Broker_14,14,Seller_820,820,Andrea Lopez DDS,193,"768 Cheryl Union
Lake Dawn, MD 18853",346.512.8227x4210,Cheque,5,Citibank,5,734120.24,2024-01-03
Penthouse,6,Builder_11,11,Broker_28,28,Seller_137,137,Bryan Porter,116,"18537 Joshua Villages
North Alexisborough, TX 07064",327-404-6680x289,Bank Transfer,4,Wells Fargo,3,911000.69,2020-07-18
Apartment,1,Builder_18,18,Broker_7,7,Seller_225,225,Timothy Meyer,166,"01395 Chris Station Suite 011
Millerbury, MN 32844",866.346.7008x4844,Bank Transfer,4,SunTrust Bank,8,503502.58,2021-11-26
Apartment,1,Builder_18,18,Broker_17,17,Seller_822,822,Austin Harris,195,"1415 Williams Mills
New Theresaport, CA 65720",001-759-281-2417x845,Debit Card,2,TD Bank,7,677521.0,2024-01-06
Cottage,7,Builder_8,8,Broker_29,29,Seller_961,961,William York,147,"2367 Dorsey Roads Suite 036
Maryfort, MI 90521",(618)255-9961,Apple Pay,9,PNC Bank,6,791496.89,2023-05-08
Duplex,5,Builder_16,16,Broker_12,12,Seller_169,169,Richard Chapman,61,"65113 Kevin Pike Apt. 839
East Rachelstad, PA 23694",4907622041,Gift Card,10,Chase Bank,2,928523.18,2023-02-12
Cottage,7,Builder_20,20,Broker_16,16,Seller_424,424,Tonya Robinson,71,"31931 Duncan Hills Suite 219
Curtisfurt, MI 44212",001-990-937-0024,Cheque,5,PNC Bank,6,523234.14,2024-01-30
Townhouse,2,Builder_10,10,Broker_6,6,Seller_444,444,Christopher Merritt,104,"635 Thomas Loop Suite 834
Lake Claudiamouth, HI 86943",(461)835-5187,Google Pay,8,US Bank,4,761702.16,2022-02-08
Single Family Home,3,Builder_15,15,Broker_2,2,Seller_253,253,Kelly Robertson,144,"588 Kristi Forge Apt. 456
North Jessica, NH 85881",001-401-962-1614x06284,PayPal,7,TD Bank,7,385358.4,2024-01-15
Townhouse,2,Builder_11,11,Broker_17,17,Seller_27,27,Andrew Jones,158,"7860 Navarro Rue Apt. 351
Davidchester, FL 05860",282.732.1375x597,Cryptocurrency,6,Citibank,5,875337.08,2021-01-08
Studio,10,Builder_11,11,Broker_7,7,Seller_609,609,Rachel Guzman,41,"41606 Dominic Club
Jenniferborough, MH 82321",001-416-381-2357x359,Credit Card,1,Chase Bank,2,934508.97,2024-02-05
