CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
28768,MR.,EMMANUEL,RODRIGUEZ,1966-07-04,S,M,emmanuel17@adventure-works.com,80000,0,Graduate Degree,Skilled Manual,N
28769,MS.,BRIANNA,FOSTER,1966-09-07,S,F,brianna61@adventure-works.com,80000,0,Graduate Degree,Skilled Manual,Y
28770,MR.,SEBASTIAN,JAMES,1966-07-02,M,M,sebastian0@adventure-works.com,80000,0,Graduate Degree,Skilled Manual,Y
28771,MRS.,KATHERINE,RUSSELL,1954-08-08,S,F,katherine46@adventure-works.com,20000,3,Partial High School,Manual,N
28772,MR.,ERIC,HUGHES,1954-04-27,M,M,eric20@adventure-works.com,30000,1,High School,Clerical,Y
28773,MR.,GERALD,MALHOTRA,1954-09-27,S,M,gerald34@adventure-works.com,30000,1,High School,Clerical,N
28774,MRS.,LATASHA,ROWE,1954-05-21,M,F,latasha2@adventure-works.com,30000,1,High School,Clerical,Y
28775,MRS.,MORGAN,ANDERSON,1954-05-26,M,F,morgan32@adventure-works.com,40000,1,Partial College,Clerical,Y
28776,MRS.,ABIGAIL,MORRIS,1955-10-11,S,F,abigail4@adventure-works.com,20000,3,Partial High School,Clerical,Y
28777,MRS.,BRITTANY,WOOD,1955-06-17,S,F,brittany2@adventure-works.com,20000,3,Partial High School,Clerical,Y
28778,MR.,MAURICE,SHARMA,1955-09-10,M,M,maurice10@adventure-works.com,30000,1,High School,Clerical,Y
28779,MRS.,MORGAN,REED,1955-04-15,S,F,morgan50@adventure-works.com,30000,1,High School,Clerical,N
28780,MRS.,MELISSA,GRIFFIN,1956-01-07,M,F,melissa16@adventure-works.com,20000,3,Partial High School,Clerical,N
28781,MR.,ALEX,COLLINS,1956-05-15,S,M,alex29@adventure-works.com,20000,3,Partial High School,Clerical,N
28782,MR.,CODY,HOWARD,1956-03-11,M,M,cody12@adventure-works.com,30000,2,High School,Skilled Manual,Y
28783,MRS.,MAKAYLA,RIVERA,1957-07-06,M,F,makayla14@adventure-works.com,20000,2,Partial High School,Clerical,Y
28784,MRS.,BRIANA,GOMEZ,1957-12-22,M,F,briana1@adventure-works.com,20000,2,Partial High School,Clerical,Y
28785,MR.,JOSE,FOSTER,1957-08-28,S,M,jose10@adventure-works.com,20000,2,Partial High School,Clerical,Y
28786,MR.,ERICK,PRASAD,1957-07-23,M,M,erick9@adventure-works.com,20000,2,Partial High School,Clerical,N
28787,MRS.,GABRIELLE,WOOD,1957-04-05,M,F,gabrielle24@adventure-works.com,20000,2,Partial High School,Clerical,N
28788,MRS.,DOMINIQUE,MARTINEZ,1957-10-09,M,F,dominique15@adventure-works.com,30000,2,High School,Skilled Manual,Y
28789,MR.,ELIJAH,ZHANG,1957-03-11,S,M,elijah25@adventure-works.com,30000,2,High School,Skilled Manual,Y
28790,MR.,SETH,HOWARD,1958-08-10,S,M,seth82@adventure-works.com,30000,2,High School,Skilled Manual,Y
28791,MR.,RICHARD,JOHNSTON,1958-07-05,M,M,richard62@adventure-works.com,40000,1,Partial College,Clerical,Y
28792,MR.,HENRY,STONE,1958-03-09,S,M,henry9@adventure-works.com,40000,2,Partial College,Clerical,Y
28793,,ALEXANDER,JACKSON,1958-05-14,M,NA,alexander15@adventure-works.com,40000,2,Partial College,Clerical,N
28794,MR.,JUAN,COOPER,1959-11-01,S,M,juan18@adventure-works.com,40000,2,Partial College,Clerical,N
28795,MR.,JESSE,ALLEN,1959-01-14,S,M,jesse42@adventure-works.com,40000,2,Partial College,Clerical,N
28796,MR.,CAMERON,COLEMAN,1959-10-25,M,M,cameron1@adventure-works.com,40000,2,Partial College,Clerical,N
28797,MRS.,ALEXANDRA,WOOD,1959-10-18,S,F,alexandra25@adventure-works.com,40000,2,Partial College,Clerical,N
28798,MR.,TIMOTHY,PHILLIPS,1959-06-17,S,M,timothy31@adventure-works.com,40000,2,Partial College,Clerical,N
28799,MRS.,AMBER,NELSON,1959-06-14,S,F,amber9@adventure-works.com,40000,2,Partial College,Clerical,N
28800,MR.,MASON,SANCHEZ,1959-03-07,S,M,mason16@adventure-works.com,40000,2,Partial College,Clerical,N
28801,MS.,KATELYN,HALL,1972-08-13,S,F,katelyn46@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,N
28802,MS.,ALLISON,NELSON,1972-09-16,M,F,allison32@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
28803,MS.,GABRIELLA,EDWARDS,1972-01-04,S,F,gabriella22@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,N
28804,MR.,WYATT,ALLEN,1972-12-13,S,M,wyatt26@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
28805,MS.,MARISSA,BENNETT,1972-08-20,M,F,marissa20@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y
28806,MR.,RANDALL,HERNANDEZ,1973-11-19,S,M,randall5@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,N
28807,MS.,MARIA,COX,1973-09-12,M,F,maria13@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,Y
28808,MS.,TRINITY,WATSON,1973-11-19,S,F,trinity0@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,N
28809,MR.,ISAAC,COOPER,1973-09-20,M,M,isaac8@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,Y
28810,MRS.,KAYLEE,BLUE,1973-04-17,M,F,kaylee10@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,Y
28811,MR.,CALEB,PHILLIPS,1973-02-12,M,M,caleb35@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,N
28812,MRS.,BRIANNA,WATSON,1973-04-21,M,F,brianna44@adventure-works.com,40000,1,Graduate Degree,Skilled Manual,Y
28813,MR.,CAMERON,WASHINGTON,1971-11-06,M,M,cameron8@adventure-works.com,40000,4,High School,Skilled Manual,Y
28814,MRS.,ANNA,BUTLER,1971-03-22,M,F,anna39@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
28815,MRS.,LAUREN,JAMES,1971-04-25,M,F,lauren18@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
28816,MRS.,JESSICA,COX,1971-07-14,S,F,jessica13@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
28817,MR.,JAMES,LEE,1971-09-12,M,M,james95@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y
28818,MR.,DWAYNE,HERNANDEZ,1972-05-02,M,M,dwayne3@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,N
28819,MRS.,GRACE,BENNETT,1972-10-11,M,F,grace48@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
28820,MRS.,NAOMI,ALVAREZ,1972-07-20,M,F,naomi4@adventure-works.com,60000,1,Bachelors,Skilled Manual,Y
28821,MR.,BLAKE,JACKSON,1972-07-20,M,M,blake11@adventure-works.com,60000,1,Bachelors,Skilled Manual,Y
28822,MRS.,AMANDA,ALEXANDER,1972-07-19,M,F,amanda40@adventure-works.com,60000,1,Bachelors,Skilled Manual,Y
28823,MR.,XAVIER,BROWN,1972-11-17,M,M,xavier4@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
28824,MR.,BRANDON,GONZALES,1972-11-08,S,M,brandon14@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
28825,MR.,CALEB,HERNANDEZ,1972-08-04,M,M,caleb45@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
28826,MR.,JACK,SHARMA,1972-07-13,M,M,jack31@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y
28827,MR.,JOSHUA,ROBINSON,1972-03-26,M,M,joshua20@adventure-works.com,60000,1,Graduate Degree,Professional,Y
28828,MRS.,ANDREA,MURPHY,1972-10-24,S,F,andrea16@adventure-works.com,70000,2,Graduate Degree,Professional,Y
28829,MR.,ROBERT,BRYANT,1970-02-15,M,M,robert29@adventure-works.com,40000,1,Bachelors,Skilled Manual,N
28830,MR.,MATTHEW,SMITH,1970-06-23,M,M,matthew6@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
28831,MRS.,ELIZABETH,HARRIS,1970-01-15,M,F,elizabeth17@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
28832,MR.,JOSEPH,RODRIGUEZ,1970-05-05,M,M,joseph27@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y
28833,MRS.,ABIGAIL,HARRIS,1969-11-03,M,F,abigail54@adventure-works.com,60000,1,Bachelors,Skilled Manual,Y
28834,MRS.,NATALIE,HILL,1969-04-28,M,F,natalie65@adventure-works.com,60000,2,Bachelors,Skilled Manual,Y
28835,MR.,ELIJAH,PHILLIPS,1969-03-25,S,M,elijah34@adventure-works.com,60000,2,Bachelors,Skilled Manual,N
28836,MRS.,LAUREN,COOK,1971-08-08,S,F,lauren3@adventure-works.com,60000,1,Graduate Degree,Professional,N
28837,MRS.,VICTORIA,RODRIGUEZ,1971-10-20,M,F,victoria19@adventure-works.com,60000,1,Graduate Degree,Professional,N
28838,MRS.,JASMINE,ROSS,1971-10-26,S,F,jasmine44@adventure-works.com,60000,1,Graduate Degree,Professional,N
28839,MR.,CONNOR,PARKER,1971-04-13,M,M,connor28@adventure-works.com,60000,1,Graduate Degree,Professional,Y
28840,MRS.,VALERIE,HARRISON,1971-07-12,S,F,valerie20@adventure-works.com,70000,2,Graduate Degree,Professional,N
28841,MR.,SAMUEL,GONZALES,1971-11-06,M,M,samuel16@adventure-works.com,70000,2,Graduate Degree,Professional,Y
28842,MRS.,NICOLE,BAILEY,1971-05-20,M,F,nicole33@adventure-works.com,70000,3,Graduate Degree,Professional,Y
28843,MRS.,CHLOE,PRICE,1969-01-21,M,F,chloe66@adventure-works.com,60000,1,Graduate Degree,Professional,Y
28844,MRS.,EMMA,RIVERA,1968-04-24,S,F,emma34@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
28845,MRS.,KAITLYN,SIMMONS,1968-11-07,S,F,kaitlyn82@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
28846,MRS.,CYNTHIA,LOPEZ,1968-11-14,S,F,cynthia22@adventure-works.com,70000,2,Bachelors,Skilled Manual,N
28847,MRS.,CARLY,XU,1968-05-23,S,F,carly4@adventure-works.com,70000,2,Bachelors,Skilled Manual,Y
28848,MR.,JUSTIN,BUTLER,1967-07-26,S,M,justin11@adventure-works.com,40000,0,Bachelors,Professional,N
28849,MR.,GARRETT,MURPHY,1967-10-23,S,M,garrett19@adventure-works.com,40000,0,Bachelors,Professional,N
28850,MR.,NELSON,HERNANDEZ,1970-11-04,S,M,nelson4@adventure-works.com,60000,1,Graduate Degree,Professional,N
28851,MR.,MIGUEL,MITCHELL,1970-01-27,S,M,miguel37@adventure-works.com,60000,2,Graduate Degree,Professional,N
28852,MRS.,MARIAH,WATSON,1970-09-07,M,F,mariah0@adventure-works.com,60000,2,Graduate Degree,Professional,Y
28853,MR.,MIGUEL,DAVIS,1970-10-06,M,M,miguel4@adventure-works.com,60000,2,Graduate Degree,Professional,Y
28854,MRS.,MORGAN,WALKER,1970-06-09,S,F,morgan44@adventure-works.com,70000,3,Graduate Degree,Professional,N
28855,MS.,ALEXANDRA,PEREZ,1967-07-25,S,F,alexandra54@adventure-works.com,40000,0,Bachelors,Professional,N
28856,MR.,LUKE,WANG,1967-06-21,M,M,luke14@adventure-works.com,60000,2,Bachelors,Skilled Manual,Y
28857,MR.,MATTHEW,JOHNSON,1967-06-17,S,M,matthew7@adventure-works.com,60000,2,Bachelors,Skilled Manual,Y
28858,MR.,AIDAN,HUGHES,1966-01-19,S,M,aidan12@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y
28859,MR.,MICAH,CAI,1966-10-09,S,M,micah9@adventure-works.com,80000,3,Bachelors,Skilled Manual,Y
28860,MR.,IAN,ANDERSON,1966-05-24,M,M,ian10@adventure-works.com,60000,0,Graduate Degree,Professional,N
28861,MS.,ALEXANDRA,WALKER,1976-12-19,M,F,alexandra87@adventure-works.com,40000,0,High School,Skilled Manual,Y
28862,MS.,CATHERINE,RAMIREZ,1976-06-26,S,F,catherine6@adventure-works.com,40000,0,High School,Skilled Manual,N
28863,MS.,ALLISON,BELL,1976-12-26,M,F,allison13@adventure-works.com,40000,0,Partial College,Skilled Manual,Y
28864,MS.,NATALIE,MURPHY,1976-04-26,S,F,natalie8@adventure-works.com,40000,0,Partial College,Skilled Manual,N
28865,MR.,ALEX,REED,1974-01-05,M,M,alex24@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
28866,MR.,AARON,ADAMS,1974-02-05,S,M,aaron48@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
28867,MS.,NATALIE,MARTINEZ,1974-04-21,M,F,natalie85@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
28868,MR.,JASON,CHEN,1974-02-06,M,M,jason23@adventure-works.com,50000,0,Partial College,Skilled Manual,Y
28869,MS.,ISABELLA,HOWARD,1972-09-17,S,F,isabella1@adventure-works.com,70000,0,Partial College,Skilled Manual,Y
28870,MR.,BRIAN,WATSON,1972-03-13,M,M,brian12@adventure-works.com,70000,0,Partial College,Skilled Manual,Y
28871,MS.,JASMINE,WEST,1972-09-26,S,F,jasmine37@adventure-works.com,70000,0,Partial College,Skilled Manual,Y
28872,MS.,KELLI,HE,1971-06-16,S,F,kelli19@adventure-works.com,130000,0,Partial High School,Management,N
28873,MR.,ROGER,DENG,1953-05-18,M,M,roger28@adventure-works.com,70000,4,Partial College,Professional,Y
28874,MRS.,ALEXA,BROOKS,1953-09-11,M,F,alexa1@adventure-works.com,70000,4,Partial College,Professional,Y
28875,MR.,DENISE,SMITH,1957-06-06,S,M,denise2@adventure-works.com,110000,2,Partial College,Professional,Y
28876,MR.,AUSTIN,GARCIA,1957-10-21,M,M,austin32@adventure-works.com,130000,2,Partial College,Professional,Y
28877,MR.,JOE,VANCE,1957-11-24,S,M,joe8@adventure-works.com,150000,2,High School,Professional,N
28878,MR.,ALVIN,GUO,1957-04-08,M,M,alvin16@adventure-works.com,160000,2,High School,Professional,Y
28879,MR.,EDWIN,XIE,1957-12-01,S,M,edwin25@adventure-works.com,170000,3,Bachelors,Management,N
28880,MRS.,FELICIA,MOYER,1957-08-28,S,F,felicia9@adventure-works.com,170000,4,Bachelors,Management,N
28881,MR.,ALLEN,KAPOOR,1956-05-02,M,M,allen1@adventure-works.com,110000,2,Partial College,Professional,Y
28882,MRS.,TASHA,SHEN,1956-08-03,M,F,tasha2@adventure-works.com,110000,2,Partial College,Professional,Y
28883,MR.,EDDIE,ROMERO,1956-09-11,M,M,eddie9@adventure-works.com,120000,3,High School,Professional,Y
28884,MRS.,SHEILA,SUAREZ,1956-10-03,S,F,sheila17@adventure-works.com,170000,3,High School,Professional,N
28885,MR.,KELVIN,RAJI,1955-09-08,S,M,kelvin18@adventure-works.com,90000,2,High School,Professional,Y
28886,MR.,FRANKLIN,JAI,1955-07-14,M,M,franklin29@adventure-works.com,100000,2,High School,Professional,Y
28887,MR.,CASEY,SERRANO,1955-05-14,S,M,casey40@adventure-works.com,120000,2,Partial High School,Professional,N
28889,MRS.,ALISON,BECK,1945-10-13,M,F,alison21@adventure-works.com,80000,5,Bachelors,Management,N
28890,MRS.,JACLYN,MA,1945-04-15,M,F,jaclyn17@adventure-works.com,90000,5,Partial College,Professional,Y
28891,MRS.,JASMINE,SMITH,1945-11-01,S,F,jasmine0@adventure-works.com,130000,4,Partial College,Professional,N
28892,MRS.,MARISSA,BRYANT,1945-06-16,S,F,marissa15@adventure-works.com,130000,4,Partial College,Professional,N
28893,MRS.,JESSIE,GUTIERREZ,1946-06-12,M,F,jessie30@adventure-works.com,80000,5,Partial College,Professional,Y
28894,MR.,MAURICE,XU,1946-08-03,M,M,maurice5@adventure-works.com,100000,2,Bachelors,Management,Y
28895,MR.,MITCHELL,LUO,1946-05-18,S,M,mitchell5@adventure-works.com,110000,3,Bachelors,Management,Y
28896,MR.,EDWARD,DAVIS,1953-11-12,M,M,edward27@adventure-works.com,70000,4,High School,Professional,Y
28897,MRS.,JENNIFER,ROSS,1953-03-18,S,F,jennifer79@adventure-works.com,80000,4,Partial College,Professional,N
28898,MRS.,MELANIE,PATTERSON,1954-06-26,S,F,melanie26@adventure-works.com,130000,3,Partial College,Professional,N
28899,MR.,ALEJANDRO,ANAND,1954-09-19,M,M,alejandro47@adventure-works.com,130000,4,High School,Professional,Y
28900,MRS.,JASMINE,PRICE,1953-06-05,S,F,jasmine41@adventure-works.com,110000,2,Bachelors,Management,N
28901,MRS.,MARTHA,HEE,1953-01-25,M,F,martha18@adventure-works.com,120000,2,Bachelors,Management,Y
28902,MRS.,SUZANNE,SHE,1953-11-16,S,F,suzanne24@adventure-works.com,120000,2,Bachelors,Management,N
28903,MRS.,KARA,LUO,1953-10-25,M,F,kara6@adventure-works.com,130000,4,Partial College,Professional,Y
28904,MR.,IAN,FLORES,1951-04-10,M,M,ian53@adventure-works.com,70000,5,Partial High School,Skilled Manual,N
28905,MRS.,KATHERINE,BAILEY,1951-02-19,M,F,katherine10@adventure-works.com,80000,4,High School,Professional,Y
28906,MR.,STEVE,XU,1951-09-27,M,M,steve15@adventure-works.com,80000,4,High School,Professional,Y
28907,MR.,BLAKE,JENKINS,1951-02-19,M,M,blake54@adventure-works.com,160000,4,Partial College,Professional,N
28908,MS.,DOMINIQUE,SAI,1951-03-14,S,F,dominique5@adventure-works.com,170000,0,Partial College,Management,N
28909,MR.,TOMMY,CHAMPION,1950-01-05,M,M,tommy11@adventure-works.com,90000,4,High School,Management,Y
28910,MRS.,MELODY,MARTIN,1950-08-14,S,F,melody0@adventure-works.com,90000,4,High School,Management,Y
28911,MR.,LEVI,RODRIGUEZ,1950-03-20,M,M,levi17@adventure-works.com,90000,4,High School,Management,Y
28912,MR.,ALEJANDRO,ZHU,1950-09-07,M,M,alejandro17@adventure-works.com,100000,3,Partial College,Management,Y
28913,MRS.,KRISTA,DIAZ,1950-08-24,S,F,krista3@adventure-works.com,150000,4,Bachelors,Management,N
28914,MS.,ALICIA,RAI,1950-11-20,M,F,alicia14@adventure-works.com,170000,0,Partial College,Management,N
28915,MR.,JOHNNY,YUAN,1949-05-27,S,M,johnny7@adventure-works.com,80000,5,High School,Management,Y
28916,MRS.,KATHRYN,SHAN,1949-08-16,M,F,kathryn9@adventure-works.com,160000,3,Partial College,Management,Y
28917,MRS.,SANDRA,ZHOU,1948-02-03,S,F,sandra15@adventure-works.com,80000,5,High School,Management,N
28918,MRS.,GINA,BLANCO,1948-04-07,M,F,gina16@adventure-works.com,130000,4,High School,Management,N
28919,MRS.,KRYSTAL,WAGNER,1947-06-05,M,F,krystal1@adventure-works.com,90000,5,Partial High School,Skilled Manual,Y
28920,MRS.,RENÉE,ALVAREZ,1947-09-21,S,F,renée4@adventure-works.com,120000,4,High School,Management,N
28921,MR.,COREY,DENG,1947-05-17,M,M,corey1@adventure-works.com,120000,5,High School,Management,N
28922,MR.,BRENT,YE,1975-11-13,M,M,brent9@adventure-works.com,60000,0,Bachelors,Professional,Y
28923,MR.,ROBERTO,HERNANDEZ,1975-08-07,S,M,roberto3@adventure-works.com,70000,0,Bachelors,Professional,N
28924,MS.,SYDNEY,WASHINGTON,1976-06-27,S,F,sydney35@adventure-works.com,70000,0,Bachelors,Professional,N
28925,MR.,WARREN,LU,1976-04-03,M,M,warren27@adventure-works.com,70000,0,Bachelors,Professional,Y
28926,MR.,DANNY,SCHMIDT,1976-05-15,S,M,danny21@adventure-works.com,70000,0,Bachelors,Professional,N
28927,MR.,JERMAINE,RANA,1976-03-19,S,M,jermaine9@adventure-works.com,80000,0,Bachelors,Professional,Y
28928,MS.,MARGARET,WU,1976-06-19,S,F,margaret13@adventure-works.com,80000,0,Bachelors,Professional,N
28929,MS.,MARIE,FERNANDEZ,1975-08-12,S,F,marie17@adventure-works.com,70000,0,Bachelors,Professional,N
28930,MR.,JARROD,KAPOOR,1975-05-27,M,M,jarrod1@adventure-works.com,80000,0,Bachelors,Professional,Y
28931,MR.,DARREN,JIMÉNEZ,1975-11-06,M,M,darren27@adventure-works.com,80000,0,Bachelors,Professional,Y
28932,MR.,MARSHALL,ASHE,1974-08-27,M,M,marshall42@adventure-works.com,70000,0,Bachelors,Professional,Y
28933,MS.,COLLEEN,RAI,1974-11-10,M,F,colleen40@adventure-works.com,70000,0,Bachelors,Professional,Y
28934,MR.,RICARDO,NARA,1974-10-04,M,M,ricardo16@adventure-works.com,70000,0,Bachelors,Professional,N
28935,MR.,EDDIE,JOHNSEN,1975-06-02,S,M,eddie6@adventure-works.com,90000,0,Bachelors,Professional,N
28936,MS.,KARLA,RAJE,1974-12-22,M,F,karla15@adventure-works.com,80000,0,Bachelors,Professional,Y
28937,MR.,TOMMY,NATH,1973-04-15,S,M,tommy15@adventure-works.com,80000,0,Bachelors,Professional,N
28938,MS.,SARAH,MOORE,1974-10-04,M,F,sarah10@adventure-works.com,80000,0,Bachelors,Professional,Y
28939,MR.,RONALD,FERNANDEZ,1974-10-16,M,M,ronald18@adventure-works.com,80000,0,Bachelors,Professional,N
28940,MS.,KRISTINE,SERRANO,1974-08-23,M,F,kristine17@adventure-works.com,80000,0,Bachelors,Professional,Y
28941,MS.,DEANNA,MORENO,1974-04-02,S,F,deanna32@adventure-works.com,80000,0,Bachelors,Professional,N
28942,MR.,FREDERICK,RAMAN,1973-02-27,M,M,frederick11@adventure-works.com,90000,0,Bachelors,Professional,Y
28943,MR.,ARTHUR,MARTIN,1973-01-15,S,M,arthur23@adventure-works.com,90000,0,Bachelors,Professional,N
28944,MS.,WHITNEY,MALHOTRA,1973-05-12,M,F,whitney5@adventure-works.com,90000,0,Bachelors,Professional,N
28945,MR.,RAFAEL,LAL,1972-06-03,M,M,rafael32@adventure-works.com,80000,0,Bachelors,Professional,Y
28946,MR.,JOHN,ANDERSON,1972-09-25,S,M,john47@adventure-works.com,80000,0,Bachelors,Professional,Y
28947,MR.,GRANT,NATH,1973-04-20,M,M,grant20@adventure-works.com,120000,0,Partial High School,Professional,Y
28948,MS.,VALERIE,YE,1973-08-06,S,F,valerie11@adventure-works.com,120000,0,Partial High School,Professional,N
28949,MR.,LANCE,RAMOS,1973-04-23,S,M,lance17@adventure-works.com,130000,4,High School,Management,Y
28950,MR.,CARL,LAL,1972-11-26,S,M,carl8@adventure-works.com,90000,0,Bachelors,Professional,Y
28951,MS.,MONICA,RODRIGUEZ,1972-03-25,M,F,monica19@adventure-works.com,90000,0,Bachelors,Professional,N
28952,MR.,ARTURO,HUANG,1972-09-17,S,M,arturo6@adventure-works.com,100000,0,High School,Management,N
28953,MS.,TRISHA,GAO,1972-03-19,S,F,trisha9@adventure-works.com,100000,0,High School,Management,Y
28954,MR.,OMAR,HU,1972-12-22,M,M,omar19@adventure-works.com,100000,0,High School,Management,Y
28955,MR.,EMMANUEL,FERNANDEZ,1971-10-19,S,M,emmanuel14@adventure-works.com,80000,0,Bachelors,Professional,N
28956,MS.,COLLEEN,XU,1971-04-22,S,F,colleen29@adventure-works.com,80000,0,Bachelors,Professional,Y
28957,MS.,KATE,XU,1972-02-11,S,F,kate4@adventure-works.com,120000,0,Partial High School,Professional,Y
28958,MR.,RANDY,LIANG,1972-12-02,M,M,randy19@adventure-works.com,130000,4,High School,Management,N
28959,MR.,JIMMY,ASHE,1972-01-15,M,M,jimmy7@adventure-works.com,130000,4,High School,Management,Y
28960,MRS.,JACQUELYN,VAZQUEZ,1972-03-22,M,F,jacquelyn15@adventure-works.com,160000,3,Partial High School,Professional,N
28961,MR.,MATHEW,RAMOS,1971-02-21,S,M,mathew13@adventure-works.com,100000,0,High School,Management,N
28962,MR.,STANLEY,LOPEZ,1970-07-03,S,M,stanley18@adventure-works.com,100000,0,High School,Management,N
28963,MR.,ROSS,PRASAD,1970-09-09,S,M,ross9@adventure-works.com,110000,0,High School,Management,N
28964,MR.,TREVOR,FOSTER,1949-06-22,S,M,trevor16@adventure-works.com,40000,4,High School,Professional,Y
28965,MRS.,TRINITY,MORRIS,1949-08-03,M,F,trinity15@adventure-works.com,40000,4,High School,Professional,Y
28966,MRS.,MARTHA,LI,1949-02-18,S,F,martha3@adventure-works.com,40000,4,High School,Professional,N
28967,MRS.,JESSICA,MORRIS,1948-02-01,S,F,jessica2@adventure-works.com,30000,4,High School,Professional,N
28968,MR.,MARCUS,MORGAN,1948-02-24,S,M,marcus89@adventure-works.com,30000,4,High School,Professional,Y
28969,MR.,EDUARDO,FLORES,1948-05-08,M,M,eduardo57@adventure-works.com,30000,4,High School,Professional,Y
28970,MRS.,DANIELLE,PETERSON,1938-06-25,S,F,danielle7@adventure-works.com,60000,3,Graduate Degree,Management,Y
28971,MR.,JASON,SHAN,1939-06-20,S,M,jason28@adventure-works.com,60000,3,Graduate Degree,Management,N
28972,MRS.,TAYLOR,BENNETT,1939-11-10,S,F,taylor26@adventure-works.com,60000,3,Graduate Degree,Management,Y
28973,MR.,BRYAN,COOPER,1939-11-19,S,M,bryan10@adventure-works.com,60000,3,Graduate Degree,Management,N
28974,MRS.,KELLY,HAYES,1939-10-07,S,F,kelly27@adventure-works.com,60000,3,Graduate Degree,Management,N
28975,MR.,WALTER,GILL,1940-07-06,M,M,walter7@adventure-works.com,40000,4,High School,Professional,Y
28976,MRS.,CHRISTINA,PETERSON,1940-02-09,S,F,christina3@adventure-works.com,60000,3,Bachelors,Management,N
28977,MR.,CARLOS,NELSON,1940-07-25,S,M,carlos37@adventure-works.com,60000,3,Bachelors,Management,Y
28979,MR.,MATTHEW,WILLIAMS,1940-06-24,M,M,matthew8@adventure-works.com,60000,3,Bachelors,Management,Y
28980,MRS.,ALYSSA,WATSON,1940-02-13,S,F,alyssa43@adventure-works.com,60000,3,Bachelors,Management,N
28981,,LUKE,JAI,1940-03-17,S,NA,luke21@adventure-works.com,60000,3,Graduate Degree,Management,N
28982,MRS.,SYDNEY,WATSON,1941-12-23,S,F,sydney19@adventure-works.com,60000,3,Bachelors,Management,N
28983,MR.,SEAN,LOPEZ,1941-07-28,S,M,sean45@adventure-works.com,60000,4,Bachelors,Management,N
28984,MRS.,KATHERINE,COX,1941-12-11,M,F,katherine14@adventure-works.com,60000,4,Bachelors,Management,Y
28985,MR.,ANDREW,TAYLOR,1942-02-03,S,M,andrew18@adventure-works.com,50000,4,Bachelors,Management,N
28986,MR.,CALEB,KING,1943-07-25,M,M,caleb47@adventure-works.com,60000,4,Bachelors,Management,N
28987,MRS.,JESSICA,HARRIS,1943-06-06,S,F,jessica61@adventure-works.com,60000,4,Bachelors,Management,Y
28988,MR.,HAROLD,PEREZ,1944-02-22,S,M,harold18@adventure-works.com,30000,5,Partial High School,Clerical,N
28989,MRS.,ANGELA,COX,1944-01-17,S,F,angela36@adventure-works.com,30000,5,Partial High School,Clerical,Y
28990,MRS.,ANN,RAMAN,1944-03-06,S,F,ann17@adventure-works.com,30000,5,Partial High School,Clerical,Y
28991,MR.,TIMOTHY,WARD,1947-01-20,S,M,timothy13@adventure-works.com,40000,4,High School,Professional,Y
28992,MR.,DARREN,FERNANDEZ,1947-01-07,S,M,darren17@adventure-works.com,40000,4,High School,Professional,N
28993,MRS.,DESTINY,PERRY,1945-11-12,M,F,destiny56@adventure-works.com,30000,5,Partial High School,Clerical,N
28994,MR.,NOAH,HAYES,1946-03-03,S,M,noah20@adventure-works.com,40000,5,High School,Professional,N
28995,MRS.,ALEXANDRA,WRIGHT,1946-09-20,S,F,alexandra61@adventure-works.com,40000,2,High School,Professional,Y
28996,MRS.,RACHEL,RIVERA,1947-08-09,M,F,rachel37@adventure-works.com,40000,2,High School,Professional,N
